# Every number of the main text of manuscript/draft_v2.md (title to Materials and methods, the six figure captions and the three table captions and bodies, the Data and code availability statement, and the Supporting-information captions), one row per occurrence, in reading order. category: data (checked against the named file at the named line, at the printed precision), design (a fixed setting of the analysis, located in the named file), literature (a value of a cited work, located in the literature table), bound (a stated bound, checked to hold against the file's value), derived (computed from quoted values; the derivation is given), label (a name, index, date or formula constant, not a quantity). Round 17 (the revision of 25 September 2026).
section,paragraph,occurrence,number,category,source_file,locator,note,check,context
Results / 3. The regional map,paragraph 1,1,+0.715,data,notes/review_results/partB/regional_sts_r1_tables.md,"line 16; the line holds +0.715; anchor: Per-subject Pearson r(regional sts, regional r₁)",subject-bootstrap percentile interval,ok,"cels (Spearman 0.771, spin p < 0.0001); per subject +0.756 [+0.715, +0.790] (a subject-bootstrap percentil"
Results / 3. The regional map,paragraph 1,1,+0.790,data,notes/review_results/partB/regional_sts_r1_tables.md,"line 16; the line holds +0.790; anchor: Per-subject Pearson r(regional sts, regional r₁)",subject-bootstrap percentile interval,ok,"earman 0.771, spin p < 0.0001); per subject +0.756 [+0.715, +0.790] (a subject-bootstrap percentile interv"
Results / 3. The regional map,paragraph 1,1,14,data,notes/review_results/partB/regional_sts_r1_tables.md,line 16; the line holds 14; anchor: positive in 14/14,14 of 14,ok,"790] (a subject-bootstrap percentile interval), positive in 14 of 14; regional r₁ accounts for three-q"
Results / 3. The regional map,paragraph 1,2,14,data,notes/review_results/partB/regional_sts_r1_tables.md,line 16; the line holds 14; anchor: positive in 14/14,14 of 14,ok,"a subject-bootstrap percentile interval), positive in 14 of 14; regional r₁ accounts for three-quarter"
Results / 3. The regional map,paragraph 1,1,0.745,data,notes/review_results/partB/regional_sts_r1_tables.md,line 18; the line holds 0.745; anchor: Share of the between-region variance,r² 0.745,ok, r₁ accounts for three-quarters of the map's variance (r² = 0.745; Fig 4a). The map's slope on regional r
Results / 3. The regional map,paragraph 1,1,3.09,data,notes/review_results/partB/regional_partial_tables.md,line 8; the line holds +3.0887; anchor: Slope +3.0887 nats per unit r₁ (r² = 0.745),slope +3.0887,ok,"riance (r² = 0.745; Fig 4a). The map's slope on regional r₁, 3.09 nats per unit, is about half the famil"
Results / 3. The regional map,paragraph 1,1,6.07,data,notes/review_results/partB/exchange_rates_tables.md,line 8; the line holds +6.0705; anchor: r₁ (both members) | +6.0705,∂sts/∂r₁ = +6.0705,ok," regional r₁, 3.09 nats per unit, is about half the family's 6.07 for a change of both members' r₁: a re"
Results / 3. The regional map,paragraph 1,1,−0.0202,data,notes/review_results/partB/regional_partial_tables.md,line 9; the line holds -0.0202; anchor: Sensory − association contrast: before partialling -0.0202,group and per-subject,ok,"ation cortex (default-mode, frontoparietal control) goes from −0.0202 nats to +0.0037, and per subject from"
Results / 3. The regional map,paragraph 1,1,+0.0037,data,notes/review_results/partB/regional_partial_tables.md,line 9; the line holds +0.0037; anchor: after partialling +0.0037,group after,ok,"fault-mode, frontoparietal control) goes from −0.0202 nats to +0.0037, and per subject from −0.0202 [−0.034"
Results / 3. The regional map,paragraph 1,2,−0.0202,data,notes/review_results/partB/regional_partial_tables.md,line 9; the line holds -0.0202; anchor: Sensory − association contrast: before partialling -0.0202,group and per-subject,ok,"trol) goes from −0.0202 nats to +0.0037, and per subject from −0.0202 [−0.0342, −0.0062] to +0.0007 [−0.011"
Results / 3. The regional map,paragraph 1,1,−0.0342,data,notes/review_2026-09-24/checks/derived_r17.out,"line 37; the line holds -0.0342; anchor: sensory - association contrast before partialling: -0.0202 [-0.0342, -0.0062]","t interval, 13 df",ok,"s from −0.0202 nats to +0.0037, and per subject from −0.0202 [−0.0342, −0.0062] to +0.0007 [−0.0110, +0.012"
Results / 3. The regional map,paragraph 1,1,−0.0062,data,notes/review_2026-09-24/checks/derived_r17.out,"line 37; the line holds -0.0062; anchor: sensory - association contrast before partialling: -0.0202 [-0.0342, -0.0062]","t interval, 13 df",ok,".0202 nats to +0.0037, and per subject from −0.0202 [−0.0342, −0.0062] to +0.0007 [−0.0110, +0.0124] (t int"
Results / 3. The regional map,paragraph 1,1,+0.0007,data,notes/review_2026-09-24/checks/derived_r17.out,"line 38; the line holds +0.0007; anchor: sensory - association contrast after partialling: +0.0007 [-0.0110, +0.0124]","t interval, 13 df",ok,"o +0.0037, and per subject from −0.0202 [−0.0342, −0.0062] to +0.0007 [−0.0110, +0.0124] (t intervals from "
Results / 3. The regional map,paragraph 1,1,−0.0110,data,notes/review_2026-09-24/checks/derived_r17.out,"line 38; the line holds -0.0110; anchor: sensory - association contrast after partialling: +0.0007 [-0.0110, +0.0124]","t interval, 13 df",ok,", and per subject from −0.0202 [−0.0342, −0.0062] to +0.0007 [−0.0110, +0.0124] (t intervals from the saved"
Results / 3. The regional map,paragraph 1,1,+0.0124,data,notes/review_2026-09-24/checks/derived_r17.out,"line 38; the line holds +0.0124; anchor: sensory - association contrast after partialling: +0.0007 [-0.0110, +0.0124]","t interval, 13 df",ok," subject from −0.0202 [−0.0342, −0.0062] to +0.0007 [−0.0110, +0.0124] (t intervals from the saved mean and"
Results / 3. The regional map,paragraph 1,1,8.15,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 8.146; anchor: | sts with regional r₁ partialled out,F 8.146,ok,emove all network structure: the residual map's eight-class F (8.15) lies in the upper 0.1 % of its spin
Results / 3. The regional map,paragraph 1,1,0.1,derived,,derived: spin p 0.0009 < 0.001: the upper 0.1 % (AD (e)),,ok,ure: the residual map's eight-class F (8.15) lies in the upper 0.1 % of its spin distribution (p = 0.00
Results / 3. The regional map,paragraph 1,1,0.0009,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 0.0009; anchor: | sts with regional r₁ partialled out,spin p,ok,"F (8.15) lies in the upper 0.1 % of its spin distribution (p = 0.0009, against 0.056 for the unpartialled "
Results / 3. The regional map,paragraph 1,1,0.056,data,notes/review_results/partB/aligned_directed_tables.md,line 60; the line holds 0.0564; anchor: | sts (unpartialled) | 16.933 | 0.0564,spin p 0.0564 of the unpartialled map's F,ok," the upper 0.1 % of its spin distribution (p = 0.0009, against 0.056 for the unpartialled map), with netw"
Results / 3. The regional map,paragraph 1,1,−0.024,data,notes/review_results/partB/regional_partial_tables.md,line 20; the line holds -0.0235; anchor: @L11-20|| Subcortex |,residual mean −0.0235,ok,"ainst 0.056 for the unpartialled map), with network means from −0.024 (subcortex) to +0.021 (dorsal attent"
Results / 3. The regional map,paragraph 1,1,+0.021,data,notes/review_results/partB/regional_partial_tables.md,line 15; the line holds +0.0207; anchor: @L11-20|| DorsAttn |,residual mean +0.0207,ok,"partialled map), with network means from −0.024 (subcortex) to +0.021 (dorsal attention), though its somat"
Results / 3. The regional map,paragraph 1,1,0.22,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 0.2240; anchor: | sts with regional r₁ partialled out,spin p 0.2240,ok,ault and visual − default contrasts do not stand out (spin p = 0.22 and 0.31; Fig 4c). rtr follows regio
Results / 3. The regional map,paragraph 1,1,0.31,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 0.3089; anchor: | sts with regional r₁ partialled out,spin p 0.3089,ok,visual − default contrasts do not stand out (spin p = 0.22 and 0.31; Fig 4c). rtr follows regional r₁ at
Results / 3. The regional map,paragraph 1,1,0.638,data,notes/review_results/partB/regional_sts_r1_tables.md,line 11; the line holds +0.638; anchor: | rtr | r₁ windowed | +0.638,Pearson,ok,"spin p = 0.22 and 0.31; Fig 4c). rtr follows regional r₁ at r = 0.638, with a slope of 0.50 nats per unit"
Results / 3. The regional map,paragraph 1,1,0.50,derived,,derived: 3.0887 − 2.5906 = 0.498 (RP lines 8 and 40: the sts and sts − rtr slopes); a sixth of 3.0887,,ok," Fig 4c). rtr follows regional r₁ at r = 0.638, with a slope of 0.50 nats per unit, about nine times the"
Results / 3. The regional map,paragraph 1,2,0.056,data,notes/review_2026-09-24/checks/derived_r17.out,line 41; the line holds 0.0556; anchor: drtr/dr1 = 0.0556,"the family's ∂rtr/∂r₁ at (0.85, 0.25), 0.0556",ok,"th a slope of 0.50 nats per unit, about nine times the family's 0.056, a difference these data do not exp"
Results / 3. The regional map,paragraph 1,1,0.849,data,notes/review_results/partB/regional_partial_tables.md,line 14; the line holds 0.8493; anchor: @L11-20|| SomMot |,r₁ mean 0.8493,ok,"ere the network means of regional r₁ differ little (somatomotor 0.849, default 0.848, visual 0.840, the l"
Results / 3. The regional map,paragraph 1,1,0.848,data,notes/review_results/partB/regional_partial_tables.md,line 19; the line holds 0.8484; anchor: @L11-20|| Default |,r₁ mean 0.8484,ok," means of regional r₁ differ little (somatomotor 0.849, default 0.848, visual 0.840, the lowest cortical "
Results / 3. The regional map,paragraph 1,1,0.840,data,notes/review_results/partB/regional_partial_tables.md,line 13; the line holds 0.8403; anchor: @L11-20|| Vis |,r₁ mean 0.8403,ok,"onal r₁ differ little (somatomotor 0.849, default 0.848, visual 0.840, the lowest cortical network). Whic"
Results / 3. The regional map,"Fig 4, caption",1,115,design,notes/review_results/partB/regional_sts_r1_tables.md,line 3; anchor: 115 regions,115 regions,ok,"ional autocorrelation.** Placebo run, pre-injection, ts_gsr, 115 regions, group means over 14 subjects."
Results / 3. The regional map,"Fig 4, caption",1,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14 subjects,ok,"bo run, pre-injection, ts_gsr, 115 regions, group means over 14 subjects. (a) Regional MMI-sts — the m"
Results / 3. The regional map,"Fig 4, caption",1,114,design,notes/review_results/partB/regional_sts_r1_tables.md,line 3; anchor: mean over the region's 114 pairs,114 = 115 − 1 pairs per region,ok,"14 subjects. (a) Regional MMI-sts — the mean over a region's 114 pairs of the global-fit local sts, bin"
Results / 3. The regional map,"Fig 4, caption",1,1,design,notes/review_results/partB/regional_sts_r1_tables.md,"line 3; anchor: placebo run, bins 1–8",bins 1–8,ok," over a region's 114 pairs of the global-fit local sts, bins 1–8 — against the region's lag-1 autocor"
Results / 3. The regional map,"Fig 4, caption",1,8,design,notes/review_results/partB/regional_sts_r1_tables.md,"line 3; anchor: placebo run, bins 1–8",bins 1–8,ok,"ver a region's 114 pairs of the global-fit local sts, bins 1–8 — against the region's lag-1 autocorre"
Results / 3. The regional map,"Fig 4, caption",2,1,label,,,½ ln(1 + α²): formula,ok,"he global-fit local sts, bins 1–8 — against the region's lag-1 autocorrelation r₁ (W = 60, windows 1–"
Results / 3. The regional map,"Fig 4, caption",1,60,design,manuscript/analysis_record.md,line 189; anchor: W = 60,W = 60,ok,"ins 1–8 — against the region's lag-1 autocorrelation r₁ (W = 60, windows 1–4), coloured by Yeo-7 netwo"
Results / 3. The regional map,"Fig 4, caption",3,1,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),pre-injection windows 1–4,ok,"ainst the region's lag-1 autocorrelation r₁ (W = 60, windows 1–4), coloured by Yeo-7 network with the"
Results / 3. The regional map,"Fig 4, caption",1,4,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),pre-injection windows 1–4,ok,"nst the region's lag-1 autocorrelation r₁ (W = 60, windows 1–4), coloured by Yeo-7 network with the 1"
Results / 3. The regional map,"Fig 4, caption",1,7,label,,,Yeo-7: a name,ok,"-1 autocorrelation r₁ (W = 60, windows 1–4), coloured by Yeo-7 network with the 16 subcortical parcel"
Results / 3. The regional map,"Fig 4, caption",1,16,design,notes/review_results/partB/regional_partial_tables.md,line 20; anchor: | Subcortex | 16 |,16 subcortical parcels,ok,"r₁ (W = 60, windows 1–4), coloured by Yeo-7 network with the 16 subcortical parcels as one class (parc"
Results / 3. The regional map,"Fig 4, caption",1,+0.863,data,notes/review_results/partB/regional_sts_r1_tables.md,line 9; the line holds +0.863; anchor: | sts | r₁ windowed | +0.863,Pearson r +0.863,ok,"cels as one class (parcel counts in the legend); Pearson r = +0.863, least-squares slope +3.09 nats per un"
Results / 3. The regional map,"Fig 4, caption",1,+3.09,data,notes/review_results/partB/regional_partial_tables.md,line 8; the line holds +3.0887; anchor: Slope +3.0887,slope,ok,"unts in the legend); Pearson r = +0.863, least-squares slope +3.09 nats per unit r₁. (b) The pre-defined "
Results / 3. The regional map,"Fig 4, caption",1,31,derived,,derived: Vis 17 + SomMot 14 = 31 (RP: the network table),,ok,"ast between sensory cortex (visual and somatomotor networks, 31 parcels) and association cortex (defau"
Results / 3. The regional map,"Fig 4, caption",1,37,derived,,derived: Cont 13 + Default 24 = 37 (RP: the network table),,ok,"on cortex (default-mode and frontoparietal control networks, 37 parcels) of the sts map and of the sts"
Results / 3. The regional map,"Fig 4, caption",1,−0.0202,data,notes/review_results/partB/regional_partial_tables.md,line 9; the line holds -0.0202; anchor: Sensory − association contrast: before partialling -0.0202 nats,"sts map, before",ok,"ter regressing regional r₁ out of the group map (green): sts −0.0202 → +0.0037 nats, sts − rtr −0.0215 → −0"
Results / 3. The regional map,"Fig 4, caption",1,+0.0037,data,notes/review_results/partB/regional_partial_tables.md,line 9; the line holds +0.0037; anchor: Sensory − association contrast: before partialling -0.0202 nats,"sts map, after +0.0037",ok,"sing regional r₁ out of the group map (green): sts −0.0202 → +0.0037 nats, sts − rtr −0.0215 → −0.0014; the"
Results / 3. The regional map,"Fig 4, caption",1,−0.0215,data,notes/review_results/partB/regional_partial_tables.md,line 41; the line holds -0.0215; anchor: Sensory − association contrast: before partialling -0.0215 nats,"sts − rtr map, before",ok,"the group map (green): sts −0.0202 → +0.0037 nats, sts − rtr −0.0215 → −0.0014; the per-subject version wit"
Results / 3. The regional map,"Fig 4, caption",1,−0.0014,data,notes/review_results/partB/regional_partial_tables.md,line 41; the line holds -0.0014; anchor: Sensory − association contrast: before partialling -0.0215 nats,"sts − rtr map, after −0.0014",ok,"map (green): sts −0.0202 → +0.0037 nats, sts − rtr −0.0215 → −0.0014; the per-subject version with its t in"
Results / 3. The regional map,"Fig 4, caption",1,−0.0235,data,notes/review_results/partB/regional_partial_tables.md,line 20; the line holds -0.0235; anchor: | Subcortex | 16 | +1.2143 | -0.0235,"residual mean, subcortex",ok," the network's parcels; parcel counts under the labels), from −0.0235 (Subcortex) to +0.0207 (DorsAttn), an"
Results / 3. The regional map,"Fig 4, caption",1,+0.0207,data,notes/review_results/partB/regional_partial_tables.md,line 15; the line holds +0.0207; anchor: | DorsAttn | 14 | +1.3082 | +0.0207,"residual mean, dorsal attention",ok," parcel counts under the labels), from −0.0235 (Subcortex) to +0.0207 (DorsAttn), and the spin test of thei"
Results / 3. The regional map,"Fig 4, caption",2,4,label,,,section number of S3 Text,ok,"d the spin test of their structure (the spin test of S3 Text §4; 10,000 rotations of the cortical par"
Results / 3. The regional map,"Fig 4, caption",1,"10,000",design,notes/review_results/partB/regional_sts_r1_tables.md,"line 3; anchor: (10,000, both directions)","10,000 rotations",ok,"he spin test of their structure (the spin test of S3 Text §4; 10,000 rotations of the cortical parcels, ea"
Results / 3. The regional map,"Fig 4, caption",2,16,design,notes/review_results/partB/regional_sts_r1_tables.md,line 19; anchor: Cortical (99) vs subcortical (16) means,16 subcortical parcels,ok,"ions of the cortical parcels, each keeping its own class, the 16 subcortical values fixed): the eight-"
Results / 3. The regional map,"Fig 4, caption",1,8.146,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 8.146; anchor: | sts with regional r₁ partialled out (sts_resid_win) |,one-way F 8.146,ok,"he 16 subcortical values fixed): the eight-class one-way F is 8.146, spin p 0.0009, against 16.933, spin "
Results / 3. The regional map,"Fig 4, caption",1,0.0009,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 0.0009; anchor: | sts with regional r₁ partialled out (sts_resid_win) |,spin p 0.0009,ok,"cal values fixed): the eight-class one-way F is 8.146, spin p 0.0009, against 16.933, spin p 0.0564, for t"
Results / 3. The regional map,"Fig 4, caption",1,16.933,data,notes/review_results/partB/aligned_directed_tables.md,line 60; the line holds 16.933; anchor: | sts (unpartialled) | 16.933 | 0.0564,one-way F 16.933,ok,"): the eight-class one-way F is 8.146, spin p 0.0009, against 16.933, spin p 0.0564, for the unpartialled "
Results / 3. The regional map,"Fig 4, caption",1,0.0564,data,notes/review_results/partB/aligned_directed_tables.md,line 60; the line holds 0.0564; anchor: | sts (unpartialled) | 16.933 | 0.0564,spin p 0.0564,ok,"ass one-way F is 8.146, spin p 0.0009, against 16.933, spin p 0.0564, for the unpartialled map; the residu"
Results / 3. The regional map,"Fig 4, caption",1,−0.00965,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds -0.00965; anchor: | sts with regional r₁ partialled out (sts_resid_win) |,SomMot − Default −0.00965,ok,ap's somatomotor − default and visual − default contrasts are −0.00965 (spin p 0.2240) and +0.00875 (0.3089)
Results / 3. The regional map,"Fig 4, caption",1,0.2240,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 0.2240; anchor: | sts with regional r₁ partialled out (sts_resid_win) |,spin p 0.2240,ok,− default and visual − default contrasts are −0.00965 (spin p 0.2240) and +0.00875 (0.3089). Partialling r
Results / 3. The regional map,"Fig 4, caption",1,+0.00875,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds +0.00875; anchor: | sts with regional r₁ partialled out (sts_resid_win) |,Vis − Default +0.00875,ok,d visual − default contrasts are −0.00965 (spin p 0.2240) and +0.00875 (0.3089). Partialling removes the pre
Results / 3. The regional map,"Fig 4, caption",1,0.3089,data,notes/review_results/partB/aligned_directed_tables.md,line 61; the line holds 0.3089; anchor: | sts with regional r₁ partialled out (sts_resid_win) |,spin p 0.3089,ok, default contrasts are −0.00965 (spin p 0.2240) and +0.00875 (0.3089). Partialling removes the pre-defined
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,1,label,,,AR(1): a name,ok,"For each pair, subject, run and window, the AR(1)-substituted estimate is the sts of the"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,4,label,,,4 × 4: the matrix size,ok,"nd window, the AR(1)-substituted estimate is the sts of the 4 × 4 correlation matrix that keeps the p"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,2,4,label,,,4 × 4: the matrix size,ok,"indow, the AR(1)-substituted estimate is the sts of the 4 × 4 correlation matrix that keeps the pair'"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,2,1,label,,,lag-1: a name,ok,"4 × 4 correlation matrix that keeps the pair's measured lag-1 autocorrelations a_x and a_y, sets its "
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,0,label,,,lag-0: a name,ok,"asured lag-1 autocorrelations a_x and a_y, sets its two lag-0 entries to their mean q and its two cro"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,3,1,label,,,AR(1): a name,ok,pair would have if its lagged structure were that of two AR(1) processes with its measured autocorrel
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,2,0,label,,,lag-0: a name,ok, AR(1) processes with its measured autocorrelations and lag-0 correlation. It is the same estimator a
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,0.99,data,notes/review_results/partB/diag_tables.md,"line 12; the line holds +0.989; anchor: r(predicted DiD, observed DiD) = +0.989",+0.989,ok,so its agreement with the observed sts across subjects (r = 0.99) is largely built in and is not evidenc
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,4.3,data,notes/review_results/partB/diag_tables.md,line 6; the line holds -4.3; anchor: residual -0.0489 (-4.3 % of observed),W = 60 level residual,ok,"' own (a_x, a_y, q) carry. It exceeds the observed level by 4.3 % at W = 60 and by 1.1 % at the run lev"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,60,design,notes/review_results/partB/diag_tables.md,line 4; anchor: W = 60,design,ok,"_y, q) carry. It exceeds the observed level by 4.3 % at W = 60 and by 1.1 % at the run level (S12 Tabl"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,1.1,data,notes/review_results/partB/diag_tables.md,"line 54; the line holds -1.1; anchor: (residual -0.0137, -1.1 %)",run level,ok,ry. It exceeds the observed level by 4.3 % at W = 60 and by 1.1 % at the run level (S12 Table). Its DiD
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,−0.0924,data,notes/review_results/partB/inference_revision.csv,"line 225; the line holds -0.09239494050560626; anchor: pickle,diag predicted sts ts_gsr W60,primary,did,",B21,ok," = 60 and by 1.1 % at the run level (S12 Table). Its DiD is −0.0924 [−0.1503, −0.0348] against the observed"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,−0.1503,data,notes/review_results/partB/inference_revision.csv,"line 225; the line holds -0.15031663941746926; anchor: pickle,diag predicted sts ts_gsr W60,primary,did,",B21,ok," by 1.1 % at the run level (S12 Table). Its DiD is −0.0924 [−0.1503, −0.0348] against the observed −0.0809;"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,−0.0348,data,notes/review_results/partB/inference_revision.csv,"line 225; the line holds -0.034836911706482045; anchor: pickle,diag predicted sts ts_gsr W60,primary,did,",B21,ok," at the run level (S12 Table). Its DiD is −0.0924 [−0.1503, −0.0348] against the observed −0.0809; the resi"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,−0.0809,data,notes/review_results/partB/inference_revision.csv,"line 219; the line holds -0.0808662093218236; anchor: pickle,diag observed sts ts_gsr W60,primary,did,",B21,ok," Its DiD is −0.0924 [−0.1503, −0.0348] against the observed −0.0809; the residual, observed minus estimate,"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,+0.0115,data,notes/review_results/partB/inference_revision.csv,"line 231; the line holds 0.011528731183782628; anchor: pickle,diag residual sts ts_gsr W60,primary,did,",B21,ok,"ved −0.0809; the residual, observed minus estimate, has DiD +0.0115 [+0.0005, +0.0226], positive in 10 of 1"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,+0.0005,data,notes/review_results/partB/inference_revision.csv,"line 231; the line holds 0.0004633350369665207; anchor: pickle,diag residual sts ts_gsr W60,primary,did,",B21,ok,"09; the residual, observed minus estimate, has DiD +0.0115 [+0.0005, +0.0226], positive in 10 of 14, larger"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,+0.0226,data,notes/review_results/partB/inference_revision.csv,"line 231; the line holds 0.022647296184055803; anchor: pickle,diag residual sts ts_gsr W60,primary,did,",B21,ok,"esidual, observed minus estimate, has DiD +0.0115 [+0.0005, +0.0226], positive in 10 of 14, larger in the e"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,10,derived,,derived: 14 − n_neg 4 (IRC primary residual DiD row),,ok,"s estimate, has DiD +0.0115 [+0.0005, +0.0226], positive in 10 of 14, larger in the early post-injecti"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14,ok,"mate, has DiD +0.0115 [+0.0005, +0.0226], positive in 10 of 14, larger in the early post-injection win"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,+0.0179,data,notes/review_results/partB/inference_revision.csv,"line 233; the line holds 0.017911724405786113; anchor: pickle,diag residual sts ts_gsr W60,early,did,","B21, early set",ok,"ve in 10 of 14, larger in the early post-injection windows (+0.0179) than in the late (+0.0064) (Fig 5)."
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 1,1,+0.0064,data,notes/review_results/partB/inference_revision.csv,"line 234; the line holds 0.006422336606179842; anchor: pickle,diag residual sts ts_gsr W60,late,did,","B21, late set",ok,he early post-injection windows (+0.0179) than in the late (+0.0064) (Fig 5).
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,1,label,,,"Figure 1, AR(1), lag-1: names",ok,**Fig 5. The AR(1)-substituted estimate by window.** ts_
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,60,design,manuscript/analysis_record.md,line 189; anchor: W = 60,W = 60,ok,"g 5. The AR(1)-substituted estimate by window.** ts_gsr, W = 60, N = 14; lines are group means. Shadin"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14 subjects,ok," AR(1)-substituted estimate by window.** ts_gsr, W = 60, N = 14; lines are group means. Shading is ± 1"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",2,1,label,,,± 1 SEM: a multiplier,ok," ts_gsr, W = 60, N = 14; lines are group means. Shading is ± 1 within-subject SEM (Cousineau, 2005; M"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",3,1,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),pre-injection windows 1–4,ok,"n the dashed lines of (a). Grey band = pre-injection windows 1–4; hatched = window 5, excluded from t"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,4,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),pre-injection windows 1–4,ok,"the dashed lines of (a). Grey band = pre-injection windows 1–4; hatched = window 5, excluded from the"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,5,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),window 5 lies between the pre set (1–4) and the post set (6–14),ok,"(a). Grey band = pre-injection windows 1–4; hatched = window 5, excluded from the primary post set; d"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,8,derived,,derived: TR 240 × 2 s = 480 s = 8 min (record: 'The switch at TR 240'; TR = 2 s),,ok,om the primary post set; dashed vertical line = injection at 8 min. (a) Observed whole-brain sts (sol
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",4,1,label,,,AR(1): a name,ok,on at 8 min. (a) Observed whole-brain sts (solid) and the AR(1)-substituted sts (dashed): the sts of 
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",2,4,label,,,matrix dimension,ok,d the AR(1)-substituted sts (dashed): the sts of each pair's 4 × 4 matrix with its measured lag-1 aut
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",3,4,label,,,matrix dimension,ok,e AR(1)-substituted sts (dashed): the sts of each pair's 4 × 4 matrix with its measured lag-1 autocor
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",5,1,label,,,lag-1: a name,ok,"): the sts of each pair's 4 × 4 matrix with its measured lag-1 autocorrelations a_x, a_y kept, its tw"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,0,label,,,lag-0: a name,ok,"s measured lag-1 autocorrelations a_x, a_y kept, its two lag-0 entries set to their mean q and its tw"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,"Fig 5, caption",1,1.00,design,scripts/15_figures_v2.py,"line 405; anchor: YL_A, YL_B = (1.00, 1.30)","the y-range of panel (a), a plotting setting",ok,"ed by a_y q and a_x q; DMT (red) and placebo (blue); y-range 1.00–1.30 nats. (b) The residual, observed "
